Id,MedSalario,IdadeCasa,Quartos,Camas,Vizinhança,Ocupação,Bloco_id,Preço
29838,1.625,33.0,4.491071428571429,1.0476190476190477,1734.0,5.160714285714286,11924,50300.0
12252,3.8571,24.0,5.08254397834912,0.9215155615696888,1586.0,2.1461434370771317,1374,90100.0
16831,2.6981,25.0,3.946330777656079,1.098576122672508,2719.0,2.978094194961665,3804,208000.0
15677,5.3074,42.0,5.359504132231406,1.0165289256198349,611.0,2.524793388429752,3214,401900.0
14200,2.7679,50.0,5.025821596244131,1.0586854460093895,1777.0,4.171361502347418,2732,178800.0
19905,2.9054,44.0,5.2061855670103085,1.0120274914089349,1373.0,2.359106529209622,5399,155200.0
20354,4.6369,43.0,4.413394919168591,1.0138568129330254,930.0,2.1478060046189382,5726,186400.0
27990,4.0208,52.0,5.395833333333332,1.0277777777777777,362.0,2.5138888888888893,10527,262500.0
20268,3.2083,21.0,4.150273224043716,1.0601092896174864,1203.0,3.2868852459016398,5641,145300.0
13105,6.0653,18.0,6.556732223903178,0.9697428139183056,1777.0,2.688350983358548,2046,105300.0
27588,3.6053,35.0,4.510135135135135,1.0,635.0,2.14527027027027,10294,345800.0
30401,3.4773,29.0,5.473815461346632,1.0324189526184542,1360.0,3.391521197007481,12394,206700.00000000003
27163,8.2883,34.0,6.6188340807174875,0.9730941704035876,613.0,2.7488789237668163,10019,500001.0
26871,4.1364,31.0,5.4149326805385565,1.0208078335373316,1915.0,2.3439412484700117,9859,412000.0
22002,5.4872,7.0,6.7746852220013265,0.9880715705765408,5205.0,3.4493041749502984,6714,203400.0
27674,4.3621,13.0,4.752830188679245,1.0962264150943395,2094.0,3.950943396226415,10338,173400.0
21457,2.8352,38.0,6.385964912280703,1.619047619047619,755.0,1.8922305764411027,6327,408300.0
25960,4.0234,52.0,4.9605263157894735,0.9144736842105264,1138.0,3.7434210526315783,9320,266500.0
17338,2.4071,33.0,4.374712643678161,1.07816091954023,1882.0,4.326436781609195,4014,170500.0
10454,2.944,52.0,4.1239092495637,1.0541012216404886,1558.0,2.7190226876090753,130,338900.0
24199,4.1837,22.0,5.670781893004116,1.0617283950617284,1849.0,3.8045267489711936,8357,125400.0
15183,1.65,41.0,3.8817480719794335,1.0539845758354756,1408.0,3.6195372750642667,3008,94200.0
16608,3.7222,49.0,5.8466898954703845,0.9651567944250872,737.0,2.56794425087108,3692,237000.0
22874,2.2339,5.0,4.291297935103246,1.1113569321533925,3237.0,2.3871681415929205,7398,116600.0
19238,4.277,11.0,6.055421686746987,0.983132530120482,1360.0,3.27710843373494,4830,98500.0
11302,4.2647,26.0,5.943462897526501,1.007067137809187,1806.0,3.190812720848057,687,133400.0
19643,1.5479,31.0,4.14785373608903,1.0254372019077902,1796.0,2.855325914149444,5185,82000.0
12016,1.5625,25.0,5.60655737704918,1.2076502732240435,789.0,4.311475409836065,1199,52800.0
14436,1.9495,26.0,3.2094763092269325,1.0062344139650872,3163.0,3.943890274314215,2815,173200.0
29701,2.6842,11.0,5.746730083234245,1.1224732461355529,2336.0,2.7776456599286563,11790,89100.0
27204,3.4047,26.0,4.481052631578947,1.0852631578947372,1861.0,1.9589473684210523,10057,294500.0
28193,4.4107,22.0,4.1257861635220126,1.173584905660377,1842.0,2.316981132075472,10645,232700.0
20493,6.1815,25.0,6.519114688128773,0.9678068410462776,1462.0,2.9416498993963778,5832,288500.0
28162,6.8753,26.0,6.9872881355932215,0.9745762711864406,1241.0,2.629237288135593,10633,403000.0
10009,3.6912,52.0,4.970588235294118,0.9901960784313726,1551.0,2.1722689075630246,4,261100.00000000003
13638,3.66,34.0,4.670588235294118,1.0588235294117647,1080.0,3.1764705882352944,2470,184600.0
14874,0.9234,40.0,2.7365853658536587,1.3853658536585365,662.0,3.2292682926829266,2929,187500.0
21502,6.0102,12.0,5.219765929778934,1.128738621586476,1605.0,2.0871261378413526,6354,396900.0
27612,5.3077,18.0,6.065767284991567,1.1197301854974704,1321.0,2.2276559865092747,10304,351400.0
12658,1.319,16.0,6.404907975460121,1.6411042944785277,816.0,2.5030674846625764,1705,70700.0
20622,6.1395,3.0,5.72522159548751,1.1756647864625305,3068.0,2.4721998388396456,5906,358000.0
12610,2.6923,41.0,5.116071428571429,1.1071428571428572,844.0,2.511904761904762,1660,84200.0
28051,8.2069,17.0,7.203571428571428,1.0910714285714285,1158.0,2.067857142857143,10563,442500.0
19560,3.0911,27.0,5.5285087719298245,1.0614035087719298,1307.0,2.8662280701754392,5114,86900.0
15104,3.2708,43.0,5.330409356725147,1.046783625730994,1065.0,3.1140350877192984,2989,131000.0
18103,3.875,33.0,4.50909090909091,1.084090909090909,1764.0,4.009090909090909,4297,165100.0
11507,4.45,15.0,5.047218628719277,1.036869340232859,2957.0,1.91267787839586,820,184900.0
19693,2.3463,16.0,4.196805111821086,1.0242811501597444,6012.0,3.8415335463258784,5233,156100.0
16023,1.6645,35.0,4.144230769230768,1.0865384615384617,1494.0,4.788461538461538,3386,93300.0
25427,2.066,9.0,4.291390728476821,1.0772626931567328,1992.0,4.397350993377484,9097,127200.0
15760,4.325,52.0,5.569131832797427,0.9807073954983924,875.0,2.813504823151125,3255,292600.0
29159,4.221,11.0,6.640410958904107,1.0022831050228311,2538.0,2.8972602739726026,11358,227100.0
22477,1.4034,52.0,3.567164179104477,1.1011608623548923,1146.0,1.900497512437811,7153,90300.0
28519,5.3972,30.0,6.416666666666668,1.0095238095238095,1098.0,2.6142857142857143,10842,362300.0
10410,4.9083,52.0,6.749253731343282,0.9791044776119404,819.0,2.444776119402985,126,346800.0
30373,4.5625,42.0,6.962962962962963,1.1851851851851851,220.0,2.716049382716049,12372,318800.0
10944,5.7072,21.0,6.284875183553598,0.9882525697503672,2216.0,3.2540381791483117,375,242200.00000000003
22809,1.6563,31.0,3.8149466192170824,0.99288256227758,781.0,2.7793594306049823,7348,65800.0
20470,5.132999999999999,17.0,6.334500875656742,1.0455341506129596,1176.0,2.0595446584938704,5819,324000.0
23868,5.0198,9.0,6.6963788300835665,1.086350974930362,1074.0,2.9916434540389973,8149,151900.0
22848,2.6713,35.0,5.770588235294117,1.0862745098039217,1460.0,2.862745098039216,7384,84400.0
24625,4.5481,6.0,4.725490196078432,1.0723039215686274,1547.0,1.8958333333333333,8559,164800.0
13034,4.5903,13.0,6.759358288770053,1.0802139037433156,552.0,2.9518716577540105,1980,94300.0
21095,3.7303,31.0,4.840175953079179,1.0439882697947214,1532.0,2.24633431085044,6157,223800.0
20015,4.3523,5.0,6.425531914893617,1.0212765957446808,376.0,2.6666666666666665,5498,188200.0
26259,3.0352,41.0,5.4009009009009015,1.009009009009009,1143.0,2.574324324324324,9416,69800.0
23946,4.9716,16.0,14.851851851851851,2.651851851851852,1749.0,3.238888888888889,8227,162500.0
27178,6.7606,15.0,6.426356589147288,0.9870801033591732,2222.0,2.8708010335917318,10033,364300.0
29629,3.1523,14.0,5.226685796269726,1.0129124820659972,2070.0,2.9698708751793395,11733,141800.0
17071,5.3016,33.0,6.123393316195372,1.038560411311054,1339.0,3.4421593830334185,3928,192200.0
13109,6.0532,12.0,5.97153024911032,0.8576512455516014,765.0,2.7224199288256226,2050,102800.0
18722,5.7654,35.0,5.755474452554744,1.0182481751824817,743.0,2.7116788321167884,4508,343000.0
23648,2.1139,40.0,4.34319526627219,1.0828402366863903,2024.0,2.9940828402366866,7966,70900.0
12540,1.7778,52.0,4.450704225352113,0.9753521126760564,591.0,2.080985915492957,1606,76900.0
29058,4.5313,25.0,6.795031055900622,1.1718426501035195,1244.0,2.5755693581780537,11282,308400.0
20792,7.8496,39.0,6.528888888888888,1.0044444444444445,553.0,2.4577777777777783,6001,490800.00000000006
12575,2.2478,31.0,5.123809523809523,1.1,1259.0,2.997619047619048,1629,81100.0
10852,3.6923,18.0,3.652037617554859,1.0438871473354232,855.0,2.6802507836990594,304,213200.0
14855,1.3187,23.0,4.717451523545706,1.0997229916897506,1333.0,3.6925207756232687,2924,127100.0
29385,2.0833,20.0,4.3112582781456945,1.0397350993377483,421.0,2.7880794701986757,11538,77300.0
19963,6.1089,38.0,6.8,1.0561403508771932,823.0,2.8877192982456137,5448,280800.0
28411,4.8862,26.0,4.4253968253968266,0.7555555555555555,990.0,3.1428571428571432,10763,195000.0
25911,3.3555,52.0,3.9615384615384617,1.1117216117216118,1447.0,2.65018315018315,9290,275000.0
14842,0.7473,22.0,3.1166509877704613,1.1618062088428975,2381.0,2.239887111947319,2922,168800.0
21401,7.6709,17.0,7.691379310344828,1.0086206896551724,2095.0,3.6120689655172415,6295,319500.0
11215,3.0,16.0,6.110569105691058,1.1626016260162602,1777.0,2.8894308943089437,611,122600.0
20687,5.5342,9.0,4.61070110701107,0.9077490774907748,1111.0,2.049815498154981,5951,182300.0
25579,3.6348,17.0,5.666666666666668,1.0582706766917294,5030.0,3.1516290726817044,9216,164500.0
23932,3.3672,18.0,10.386666666666667,1.8373333333333333,1086.0,2.8960000000000004,8213,133600.0
20046,2.8942,16.0,6.1604938271604945,1.131687242798354,737.0,3.0329218106995883,5529,182500.0
20750,6.3017,16.0,5.704491725768322,1.3215130023640662,656.0,1.5508274231678487,5986,350000.0
14446,2.1333,31.0,3.93065693430657,1.094890510948905,1198.0,4.372262773722627,2818,160200.0
13669,2.1518,43.0,3.728125,0.934375,1184.0,3.7,2486,161600.0
28388,8.19,20.0,8.240170031880977,1.0371944739638683,3094.0,3.287991498405951,10749,361600.0
24651,3.1458,34.0,5.776595744680852,1.127659574468085,900.0,3.191489361702128,8570,178300.0
17989,3.6719,43.0,4.482084690553746,1.0504885993485342,1674.0,2.726384364820847,4259,161300.0
13028,2.1955,46.0,5.695020746887968,1.1265560165975104,1423.0,2.9522821576763487,1974,26900.0
27751,3.6765,26.0,4.649038461538462,0.9807692307692308,2059.0,4.949519230769232,10389,163600.0
12224,5.0698,25.0,6.61,1.102,1149.0,2.298,1351,150900.0
29750,1.577,51.0,4.813765182186235,1.1821862348178138,1083.0,2.1923076923076925,11839,51900.0
26231,3.0625,47.0,5.470113085621972,1.0710823909531502,1228.0,1.9838449111470116,9402,141500.0
23546,2.0583,34.0,4.526104417670684,1.104417670682731,971.0,3.899598393574297,7909,64800.0
25668,4.5523,52.0,5.2532258064516135,1.185483870967742,1045.0,1.685483870967742,9263,500001.0
13725,3.6745,31.0,4.532182103610674,1.014128728414443,1626.0,2.552590266875981,2512,335500.0
19405,7.9977,20.0,7.169960474308302,1.1146245059288538,658.0,2.6007905138339917,4973,400000.0
22254,2.2925,7.0,6.12907045589106,1.1882770870337478,3559.0,2.1071640023682647,6944,113100.0
22513,3.3348,52.0,4.929133858267717,1.0314960629921262,722.0,1.89501312335958,7162,122800.0
19656,2.2794,23.0,5.763414634146343,1.0951219512195125,1168.0,2.848780487804878,5198,75700.0
19938,4.9167,33.0,6.454545454545454,1.0909090909090908,91.0,2.7575757575757582,5423,187500.0
22173,2.2969,17.0,4.9301634472511155,1.1277860326894502,2016.0,2.99554234769688,6867,89300.0
22047,3.1312,22.0,4.575320512820513,1.0689102564102564,2453.0,3.931089743589744,6754,91000.0
23251,2.6929,16.0,4.942973523421589,1.0631364562118126,794.0,1.6171079429735231,7697,119300.0
10991,5.7239,26.0,6.401433691756273,1.0967741935483872,771.0,2.763440860215054,411,430600.0
14151,3.6845,41.0,3.8232931726907635,1.0321285140562249,1666.0,3.345381526104417,2712,175800.0
30447,3.125,23.0,5.545454545454546,0.9393939393939394,265.0,4.0151515151515165,12435,375000.0
30471,5.6385,26.0,6.491452991452992,1.0,1825.0,3.8995726495726495,12452,196900.0
20007,3.0804,14.0,6.162280701754386,1.1798245614035088,660.0,2.8947368421052637,5490,156800.0
13126,2.375,4.0,1.0,1.0,6.0,3.0,2067,137500.0
14573,1.9818,33.0,2.3061889250814334,1.1172638436482083,2013.0,3.2785016286644955,2860,208300.00000000003
25122,4.5278,32.0,6.133587786259542,0.965648854961832,778.0,2.969465648854962,8854,166300.0
19262,1.3713,23.0,4.329938900203666,1.0305498981670058,2091.0,4.258655804480652,4849,51800.0
21503,6.6188,32.0,6.567368421052632,1.0252631578947369,2615.0,2.7526315789473683,6355,380000.0
17838,2.8681,12.0,4.27751756440281,1.1627634660421546,3215.0,3.76463700234192,4190,114200.0
22458,0.536,26.0,6.0,1.0,5.0,1.6666666666666667,7140,275000.0
11083,0.9566,52.0,4.260233918128655,1.1374269005847952,802.0,2.3450292397660824,491,69000.0
10350,1.4375,48.0,5.017191977077363,1.1174785100286533,935.0,2.679083094555874,101,90000.0
13793,3.6375,25.0,4.238754325259516,1.0692041522491351,1054.0,1.8235294117647056,2533,262500.0
14110,6.0876,40.0,5.504201680672269,0.9915966386554622,666.0,1.865546218487395,2687,483800.0
29666,4.601,34.0,6.320328542094456,0.9794661190965092,1226.0,2.517453798767967,11767,150000.0
22608,3.7414,29.0,6.631067961165049,1.0679611650485437,787.0,2.546925566343042,7212,98500.0
23556,1.5208,28.0,4.425954198473282,1.1526717557251909,2406.0,3.673282442748092,7913,69500.0
28385,6.8333,6.0,7.009487666034156,1.0891840607210626,1554.0,2.94876660341556,10747,348000.0
27654,5.2887,21.0,6.4,1.083076923076923,1040.0,3.2,10326,264500.0
14547,3.7543,42.0,4.184873949579832,1.0084033613445378,548.0,4.605042016806721,2849,126600.0
23957,5.5762,17.0,10.359649122807015,2.3771929824561404,248.0,2.175438596491228,8238,150000.0
12105,1.8641,39.0,4.547861507128308,1.1466395112016294,2031.0,4.136456211812627,1258,50800.0
30451,6.9712,5.0,7.241805635422658,1.0123634272570443,11956.0,3.4376078205865435,12439,321300.0
20084,5.0622,7.0,16.42138364779874,2.4842767295597485,482.0,3.031446540880504,5566,174100.0
12618,2.7639,17.0,4.6526610644257715,0.9215686274509804,948.0,2.655462184873949,1667,90200.0
12912,3.3261,16.0,4.699687174139728,1.0938477580813348,2261.0,2.3576642335766422,1890,118400.0
25951,3.9565,48.0,4.953703703703703,1.0833333333333333,1773.0,3.283333333333333,9311,268500.0
18909,1.3333,19.0,3.3161764705882355,1.0441176470588236,414.0,1.5220588235294117,4587,310000.0
21186,6.3214,34.0,6.294871794871796,0.9487179487179488,498.0,3.1923076923076925,6194,220800.00000000003
13714,3.0395,35.0,3.7979094076655047,1.043554006968641,1483.0,2.583623693379791,2507,191300.0
23109,4.45,10.0,5.834752981260648,1.071550255536627,1538.0,2.620102214650766,7573,138700.0
15445,3.1579,22.0,3.673186119873817,1.0769716088328076,3335.0,2.1041009463722395,3105,243100.0
14996,1.9853,47.0,3.9927797833935017,0.9620938628158844,1903.0,3.4350180505415158,2958,101100.0
27391,3.4722,30.0,4.578804347826087,0.8559782608695652,1290.0,3.5054347826086962,10182,112500.0
27641,5.7385,28.0,5.538775510204082,1.0244897959183674,1389.0,2.8346938775510204,10323,240400.0
14685,3.6111,48.0,3.8362068965517233,1.0991379310344829,434.0,1.8706896551724137,2882,450000.0
18156,4.375,37.0,5.24179104477612,1.0298507462686568,836.0,2.495522388059701,4313,218200.0
28542,2.1964,51.0,4.052631578947368,1.0175438596491229,488.0,2.1403508771929824,10853,234400.0
23249,2.5868,16.0,5.617414248021108,1.1081794195250658,932.0,2.4591029023746698,7695,146900.0
17346,2.6364,36.0,4.02,1.1,1763.0,5.0371428571428565,4016,150000.0
19759,2.8775,13.0,4.68586387434555,1.0837696335078535,2474.0,4.317626527050612,5294,134100.0
12572,3.3984,36.0,5.7391304347826075,1.016304347826087,829.0,2.252717391304348,1622,90000.0
28423,2.0288,20.0,4.567204301075268,1.0362903225806452,1231.0,1.6545698924731185,10770,350000.0
18193,5.0072,44.0,5.914835164835164,1.03021978021978,947.0,2.601648351648352,4334,236200.0
17442,2.5029,43.0,3.922920892494929,1.0365111561866125,1895.0,3.843813387423935,4038,159700.0
17825,4.375,37.0,5.325714285714286,0.9771428571428572,578.0,3.3028571428571434,4165,177600.0
26651,2.084,39.0,3.6110183639399,1.0884808013355594,1153.0,1.9248747913188649,9700,233300.00000000003
19512,2.55,52.0,6.008771929824562,1.131578947368421,617.0,2.706140350877193,5072,112900.0
19789,3.7083,14.0,6.304093567251463,1.5263157894736843,382.0,2.2339181286549707,5322,210000.0
26931,3.7422,42.0,5.019077901430841,1.0747217806041336,1603.0,2.548489666136725,9891,292600.0
16848,3.7857,39.0,5.66350710900474,1.052132701421801,1246.0,2.9526066350710902,3821,245700.0
22373,3.6161,9.0,5.490079365079365,1.1964285714285714,2283.0,2.264880952380953,7059,99100.0
11016,6.3705,6.0,6.4594017094017095,1.106837606837607,1225.0,2.6175213675213675,431,350000.0
26762,5.0659,35.0,5.106157112526541,0.978768577494692,1583.0,3.360934182590233,9794,238000.0
13021,3.125,36.0,6.4444444444444455,1.1111111111111112,39.0,2.1666666666666665,1967,37500.0
14368,2.978,41.0,4.01747572815534,1.0970873786407769,1859.0,1.8048543689320389,2740,306800.0
25685,4.5913,52.0,3.9833984375,1.0859375,1466.0,1.431640625,9253,500001.0
14173,2.2788,46.0,4.490054249547921,1.061482820976492,2121.0,3.835443037974684,2721,152900.0
26868,2.56,36.0,3.8562091503267975,1.0871459694989107,1225.0,2.6688453159041394,9858,273100.0
26293,1.6563,37.0,4.2823315118397085,1.0273224043715847,1591.0,2.8979963570127505,9439,57199.99999999999
26398,2.3333,27.0,4.766666666666667,1.1333333333333333,179.0,1.9888888888888892,9505,87500.0
22541,3.6729,52.0,5.0771428571428565,1.0514285714285714,624.0,1.782857142857143,7174,137800.0
28255,6.2884,34.0,5.487394957983193,0.9579831932773109,849.0,2.3781512605042017,10670,414700.0
30304,3.9643,27.0,4.42512077294686,1.0024154589371979,1480.0,3.5748792270531404,12303,186000.0
29001,6.1112,2.0,7.1532779316712825,1.046168051708218,3481.0,3.2142197599261317,11241,181000.0
30135,3.9464,33.0,5.507518796992482,0.9849624060150376,731.0,2.7481203007518795,12183,230300.0
22386,6.9833,10.0,10.765466297322252,1.8531855955678669,2186.0,2.018467220683287,7071,238800.0
18089,3.3214,43.0,4.436274509803922,0.9754901960784312,764.0,3.7450980392156863,4293,162200.0
11983,3.5511,17.0,6.233870967741934,1.1559139784946235,1126.0,3.0268817204301075,1172,155900.0
16236,4.4102,34.0,6.0986301369863005,1.0438356164383562,1464.0,4.0109589041095886,3509,183200.0
21806,4.6771,16.0,6.919732441471572,1.0434782608695652,889.0,2.9732441471571907,6553,212000.0
17422,2.9773,37.0,4.43125,1.1104166666666666,2021.0,4.210416666666666,4024,164600.0
28484,4.3693,44.0,5.619718309859155,0.9947183098591548,1439.0,2.533450704225352,10812,234000.0
11368,2.1974,51.0,4.2348993288590595,1.0369127516778522,608.0,2.040268456375839,732,139300.0
18222,5.0,21.0,3.0625,0.875,29.0,1.8125,4345,87500.0
15813,2.5388,23.0,3.721448467966574,1.1030640668523677,1255.0,3.4958217270194987,3267,205000.0
28729,2.6513,21.0,4.9800796812749,0.9282868525896414,1428.0,2.8446215139442232,11008,113300.0
19735,3.8424,21.0,5.851282051282051,1.3179487179487182,671.0,3.441025641025641,5271,155700.0
12704,3.5282,31.0,5.26056338028169,1.017605633802817,959.0,3.376760563380281,1742,67500.0
28995,4.5,15.0,6.072115384615384,1.0144230769230769,665.0,3.1971153846153846,11236,260900.0
15226,0.9298,36.0,3.67616191904048,1.1004497751124438,2664.0,3.9940029985007497,3012,100000.0
25543,8.5957,8.0,8.105882352941176,1.008823529411765,1045.0,3.0735294117647056,9189,444100.0
16887,3.25,36.0,3.9972677595628414,1.0081967213114753,1492.0,4.076502732240438,3832,179200.0
23735,6.0715,24.0,6.782051282051282,0.9487179487179488,676.0,2.888888888888889,8027,173400.0
10237,2.6189999999999998,44.0,3.30142566191446,0.920570264765784,1354.0,2.757637474541752,68,134700.0
25177,3.6437,4.0,5.8081841432225065,1.4782608695652173,926.0,2.3682864450127883,8900,210100.0
24762,1.2667,7.0,3.326241134751773,1.053191489361702,1187.0,4.209219858156028,8633,67500.0
25089,3.5586,33.0,5.580882352941177,0.9852941176470588,857.0,3.1507352941176467,8829,160400.0
12516,3.0469,16.0,5.764227642276423,1.1165311653116532,1104.0,2.991869918699187,1582,72200.0
13411,4.4818,24.0,6.041184041184041,1.0553410553410554,3566.0,4.589446589446589,2318,166200.0
28825,2.234,19.0,5.988352745424293,1.1564059900166392,1572.0,2.615640599001664,11099,58600.0
27854,10.3798,5.0,8.166666666666666,1.0,705.0,3.7903225806451615,10451,500001.0
17569,2.7212,40.0,4.691312384473198,1.0425138632162665,2170.0,4.011090573012939,4084,107900.0
11638,9.0064,36.0,8.321678321678322,1.0664335664335665,1511.0,2.641608391608392,932,500001.0
21238,3.707,29.0,5.08411214953271,1.0934579439252337,1632.0,3.8130841121495327,6214,180400.0
17670,3.622,36.0,4.968152866242038,1.0191082802547768,1348.0,4.292993630573248,4131,174000.0
25693,15.0001,52.0,7.9944751381215475,1.0276243093922652,483.0,2.6685082872928176,9267,500001.0
11412,4.725,44.0,5.969945355191258,0.9754098360655736,943.0,2.576502732240437,768,232100.00000000003
20000,4.2031,13.0,6.811111111111112,1.0185185185185186,752.0,2.785185185185185,5484,209600.0
30533,4.2432,13.0,6.3505687693898665,1.0537745604963806,2553.0,2.640124095139607,12496,326500.0
30148,3.5541,14.0,6.0,1.1460506706408349,1825.0,2.7198211624441133,12195,191800.0
20065,2.8102,17.0,5.560581583198708,1.138933764135703,1693.0,2.7350565428109856,5548,128900.0
21018,8.7496,29.0,7.9357664233576655,1.032116788321168,2046.0,2.986861313868613,6110,349500.0
22773,2.0639,36.0,4.62041884816754,1.1465968586387434,1008.0,2.6387434554973823,7325,73000.0
11485,6.0901,8.0,7.5360623781676415,1.050682261208577,1555.0,3.0311890838206628,807,298200.0
15286,4.6197,21.0,3.7019328585961344,1.0193285859613428,1489.0,1.5147507629704984,3062,387500.0
23311,4.7147,12.0,5.251482799525504,0.9750889679715302,2400.0,2.846975088967972,7729,158700.0
15697,6.6277,35.0,6.102564102564102,1.0256410256410255,788.0,2.8864468864468864,3223,344400.0
21644,5.8527,22.0,6.309486780715398,0.9704510108864696,2204.0,3.4276827371695178,6429,241000.0
12779,0.8571,21.0,1.6296296296296295,1.2222222222222223,64.0,2.3703703703703702,1799,25000.0
22564,3.15,44.0,5.446376811594203,1.0405797101449274,791.0,2.2927536231884056,7188,101500.0
17732,3.3681,31.0,4.826807228915663,1.0948795180722892,1647.0,2.4804216867469884,4157,223900.0
18470,4.2596,36.0,5.3687150837988815,0.9664804469273744,625.0,3.4916201117318435,4416,181100.0
19636,2.5074,33.0,5.665441176470589,1.150735294117647,880.0,3.2352941176470584,5178,117700.0
19585,2.1418,13.0,4.620558375634518,1.1383248730964468,1737.0,2.204314720812183,5136,130600.0
30441,6.0487,24.0,7.207079646017699,1.0300884955752212,1834.0,3.246017699115044,12429,254500.0
18164,4.6473,36.0,5.482758620689656,1.0094043887147337,855.0,2.6802507836990594,4322,227100.0
29049,2.3438,36.0,5.023952095808383,0.9461077844311376,446.0,2.6706586826347305,11274,122700.0
24766,4.1029,33.0,4.9125,0.95,330.0,4.125,8635,122700.0
30568,4.8226,18.0,6.589703588143526,0.9859594383775352,1907.0,2.9750390015600625,12525,139900.0
30480,4.7083,25.0,5.414578587699316,1.1184510250569475,1200.0,2.733485193621868,12457,196100.0
20607,6.0634,15.0,5.935275080906148,1.0679611650485437,841.0,2.72168284789644,5897,234300.0
22869,3.9318,7.0,5.338478500551268,1.0308710033076074,2857.0,3.1499448732083795,7394,133000.0
23133,2.3343,11.0,4.361046959199384,1.1601231716705158,3422.0,2.634334103156274,7597,97800.0
21884,2.1528,10.0,3.4516129032258065,0.946236559139785,462.0,2.4838709677419355,6625,162500.0
27603,4.1406,44.0,5.289817232375978,1.0339425587467364,908.0,2.3707571801566583,10300,274100.0
24972,3.7647,17.0,5.349248452696728,1.0106100795755968,3424.0,3.0274093722369586,8754,127600.0
22092,4.2273,13.0,7.205438066465256,1.0845921450151057,1985.0,2.998489425981873,6789,295200.0
22908,3.3182,24.0,5.889117043121151,1.0821355236139631,1284.0,2.6365503080082138,7421,213000.0
25097,3.2411,35.0,5.908163265306122,0.9693877551020408,826.0,2.8095238095238093,8835,159200.0
24637,2.3599,36.0,4.771971496437055,1.2672209026128265,1620.0,1.9239904988123515,8562,168400.0
27164,5.1831,26.0,2.018348623853211,0.9266055045871558,322.0,1.4770642201834865,10020,350000.0
18431,2.6961,19.0,4.2046070460704605,1.2439024390243902,2033.0,2.754742547425474,4397,212500.0
16614,4.7241,46.0,5.375757575757576,0.9545454545454546,753.0,2.2818181818181817,3726,279600.0
21088,4.8906,21.0,5.356902356902356,1.0033670033670037,904.0,3.043771043771044,6153,179100.0
